ID,Price
1589,2.6108532
2125,2.4964418
5516,2.7905183
1307,2.8726265
2449,2.6086822
3162,2.7840602
4355,2.636143
3540,2.7929182
876,2.451904
5547,2.4630678
584,2.4820395
2202,2.4494548
3690,2.5253224
4813,1.9666276
1997,2.4399128
1182,2.5140681
1443,2.449668
2103,2.7921262
3451,2.875001
3774,2.4766402
3008,2.4017668
2782,2.5172732
3147,2.7750304
5375,2.3984382
1403,2.629209
4647,2.9018226
3907,2.542824
5411,2.6850445
302,2.4435668
2586,2.6633883
3918,2.5350986
1084,3.1492627
869,2.377102
2248,2.3603792
287,2.8492064
2216,2.4936786
2589,2.664341
1013,2.4824238
2418,2.6038997
1465,2.5138474
1936,2.8426638
2064,2.5120842
3118,2.6198895
496,2.64201
5174,2.2955499
2631,2.3429298
4786,2.6648314
4942,2.3781447
3327,2.603658
1365,2.6024728
192,2.7134118
2992,2.5568573
1854,2.5498457
4758,2.8218548
3088,2.9706688
2745,2.379479
5000,2.5741467
5140,2.7789807
4075,2.3178024
97,2.7943542
1710,2.648311
2592,2.5299847
4079,2.526276
5203,2.872476
703,2.6156402
3802,2.4933538
2068,2.6580377
3646,2.2984352
4256,3.007544
231,2.8761673
4802,2.5647118
2193,2.8777323
879,2.3035624
1143,2.7954485
4399,2.479706
1586,2.878438
4519,2.7171285
3550,2.6852434
725,2.451107
1108,2.5577505
2223,2.7453997
1372,2.879116
2612,2.546806
1106,2.4358904
357,2.3744996
4374,2.3814178
5002,2.5364437
1210,2.5431905
4959,2.4067779
1650,2.668316
3750,2.407686
1156,2.4773998
575,2.6457906
5310,2.4764674
448,2.4817924
5196,2.8431313
3571,2.678763
1382,2.5689716
3642,2.3741908
5517,2.7669873
2339,2.5824535
547,2.6583989
3726,2.6224072
1758,2.3740928
5556,2.549517
719,2.706438
2994,2.43857
1645,2.4577107
5572,2.4869006
2356,2.5214891
573,2.1660204
2673,2.635199
4493,2.6601682
3208,2.879955
3115,2.4490082
2927,2.5446994
3426,2.4041476
968,2.4337077
3661,2.689664
2341,2.5328436
1688,2.6054835
1188,2.5712662
3196,2.910956
3480,2.625259
2184,2.549328
1910,2.7207935
5410,2.3417974
246,2.5741372
4379,2.6696446
1985,2.3078027
501,2.7943707
430,2.8734894
2211,2.3194928
1992,2.8929348
3194,2.8275614
1846,2.7417161
2730,2.6439164
1791,2.4747295
1780,2.533105
4821,2.5869777
1727,2.6256678
5576,2.3712795
1395,2.94067
2558,2.6160014
3224,2.652598
4572,3.0421286
2001,2.745933
4047,2.5805664
1680,2.4906487
4303,2.6041837
2936,2.3398943
141,2.843369
1621,2.4070036
1577,2.4021542
3894,3.042537
232,2.801075
4035,3.051441
363,2.7274206
5210,2.8301415
825,2.3829598
4117,2.4878871
2796,2.7183156
3991,2.670782
94,2.8237784
3720,2.820228
2394,3.0483153
4913,2.456472
3445,2.3400464
3321,2.6363554
5168,2.7909617
5060,2.4239528
76,2.7718914
4419,2.3912916
44,2.5903025
2364,2.5514534
1630,2.4689608
620,2.9022827
3379,2.760713
739,2.8836071
5145,2.3574784
2500,2.695054
3644,2.6387222
1632,2.937769
3548,2.4594967
4072,2.663171
4382,2.684191
3839,2.519637
806,2.3198957
5344,2.8677719
102,2.749009
604,2.4501872
2707,2.3564832
1442,2.1892118
4518,2.5495582
457,2.6479363
5266,2.3764772
1737,2.5145967
4265,2.4836574
2344,2.7063632
2212,2.3273573
846,2.4177365
5477,2.2600253
585,2.8221781
4570,2.5799384
1344,2.4584894
3900,2.7321568
4496,2.6211903
787,2.8309743
3549,2.8193269
5599,2.6103554
957,2.6085336
4092,2.742184
3625,2.7084527
3830,2.7186904
5463,2.6867309
1662,2.7657862
2781,2.857144
2131,2.3641691
5343,2.763938
4967,2.4863868
1115,2.81353
602,2.5546582
859,2.8427935
2136,2.400194
3793,2.7843757
3329,2.5875225
1323,2.5327108
4335,2.7068195
3393,2.5139012
241,2.4947906
4752,2.8359566
4808,2.6066961
3966,2.447504
4461,2.6711547
3872,2.4094229
827,2.5601382
2126,2.7787192
1702,2.587737
3377,2.3910007
4041,2.8851357
3979,2.3278444
4649,2.5927706
5193,2.306858
694,2.8935895
4764,2.6486783
1163,2.395389
3140,2.656205
1075,2.4179635
3009,2.5488002
4064,2.8233588
318,3.02602
4491,2.544195
1351,2.2286966
950,2.5960124
2466,2.744424
3007,2.5901742
3056,2.6615422
2236,2.8126223
5130,2.448027
5527,2.8357043
2875,2.6142828
470,2.6335034
1738,2.9365706
1024,2.591972
3634,2.9486394
1501,2.359207
2025,2.716021
4168,2.4304254
814,2.4217198
2392,3.0448418
2269,2.8429432
2448,2.5948632
1038,2.4706557
4798,2.653501
3525,2.6445708
677,2.613029
4797,2.533472
4209,2.4463327
2762,2.5270762
3544,2.3252697
3825,2.9309669
5350,2.5522847
4172,2.7630835
5542,2.6355653
5373,2.5037172
103,2.6075122
2254,2.4882553
3303,2.7355554
1890,2.8414
2644,2.7071176
5325,2.5839567
1919,2.466638
2760,2.5781415
3374,2.3913944
4951,2.8622658
1960,2.5664985
2962,2.571392
3186,2.4082544
533,2.8702867
280,2.4426575
3922,2.2544847
678,2.493856
4552,2.4721708
149,2.374292
4073,2.6662908
2310,2.3796482
88,2.7029934
3331,2.9372857
1602,2.5929458
914,2.423122
1279,3.105947
942,2.5357797
4891,2.38279
234,2.5462313
2837,2.8231316
4657,2.626834
4728,2.6002467
3253,2.9068513
5466,2.7771444
5252,2.4491472
1616,2.2922723
4940,2.547369
2653,2.9501379
855,2.6278663
144,2.8749645
3418,2.802483
372,2.576446
5040,2.5104537
482,2.576853
4751,2.7244322
4130,2.4500878
331,2.4587317
3497,2.5965328
3994,2.7427087
799,2.625522
4052,2.553565
2953,2.5555978
3239,2.6737385
4045,2.5430298
2700,2.5585332
1762,2.820707
4785,2.387807
5583,3.085538
4804,2.6948385
1966,2.4104235
2570,2.3888278
5571,2.5049512
4234,2.654174
5023,2.4974086
24,2.941783
3595,2.550791
2632,2.6302462
535,2.7653995
3345,2.6070843
3620,2.645041
4759,2.8368618
3021,2.4085155
3214,2.487597
714,2.4814196
4966,2.5887613
3941,2.5064797
11,2.8133187
756,2.5126712
5339,2.7599936
404,2.7863417
5317,2.4936166
2610,2.8157225
4160,2.4575222
1774,2.551021
882,2.544663
3924,2.6462088
2548,2.5106149
5588,2.3567324
2958,2.8385975
5269,2.4502769
4289,2.6301432
4019,2.922406
1560,2.5129557
1835,2.4937255
2725,2.4065044
2611,2.5351462
4349,2.7880998
3534,2.7186468
5488,2.6151276
925,2.5760627
3649,2.7232442
5582,2.5295305
3771,2.5362592
917,2.8242974
3322,2.5677
2549,2.2379427
5204,2.7704864
5307,2.4634922
4297,2.4815433
4165,2.90587
4726,2.4680517
4146,2.4649417
3353,2.5859249
3947,2.5075877
1908,2.5094388
718,2.836187
5441,2.4589586
3857,2.5322251
2517,2.4869184
2542,2.887045
1750,2.607325
2977,2.9632423
2157,2.9226975
1090,2.382337
4881,2.3194199
2049,2.4343498
4595,2.6213844
777,2.8495002
509,2.4590037
1309,2.6508124
4487,2.4137144
3213,2.7547722
3029,2.8068495
4826,2.3365297
2333,2.414259
2234,3.0842738
4909,2.729146
1819,2.5801036
3980,2.6062002
416,2.5308223
3923,2.6048622
1691,2.442379
2614,2.6548226
3367,2.6257184
4869,2.684062
356,2.5258636
4279,2.7752542
1155,2.5098398
4526,2.726491
2037,2.9711452
3580,2.8032117
4683,2.8381789
1368,2.6407185
1052,2.525558
4469,2.8665705
5286,2.7003586
9,2.528495
655,2.5290735
3491,2.5625763
5226,2.4304867
5297,2.499166
4648,2.5598545
1576,2.5014744
2925,2.64525
1697,2.4635382
1345,2.5526314
2567,2.594714
3517,2.8391514
348,2.4128535
4887,2.6078196
1572,2.8143125
1420,2.4143057
1878,2.7809565
66,2.524521
355,2.5489228
1584,2.6303062
4997,2.7546651
3057,2.8250294
4395,2.6063945
284,2.501729
3648,2.905937
3069,2.470456
1261,2.6819482
729,3.0363252
3291,2.5302372
5490,2.674392
2714,2.3828654
2981,2.7805228
5376,2.4158769
3684,2.8147779
4502,2.61676
736,2.31779
3116,2.9420824
2727,2.7891994
1212,2.6919818
91,2.4240158
5256,2.7117999
3760,2.540343
3607,2.2938018
1612,2.4823306
4326,2.581438
2353,2.801245
3223,2.5778608
3128,2.446713
3959,2.4929883
4768,2.7688644
5054,2.4294431
4844,2.7834477
5312,2.5140429
2259,2.5533853
1674,2.6092288
2326,2.434477
3506,2.4848483
3809,2.7218373
4667,2.688438
768,2.5898838
4342,2.557986
4057,2.6443987
95,2.5111873
332,2.7164118
4322,2.5746393
1595,2.55304
2615,2.4736242
3606,2.5522087
4096,2.4374523
3355,2.3979883
2954,2.7680967
3142,2.6078606
499,2.1751947
3691,2.7269685
100,2.8995948
3721,2.3815627
1329,2.624131
5471,2.4359033
700,2.6981454
2230,2.9276838
3165,2.454387
619,2.498036
554,2.6696248
3703,2.377783
4484,2.4072504
3269,2.7748814
3375,2.7704515
1782,2.543366
1037,2.8895044
2847,2.6946964
78,2.4646075
4793,2.5479345
593,2.7917073
5207,2.8937511
387,2.5225391
3522,2.7560215
4675,2.7939365
4125,2.7753673
4497,2.6181998
861,2.5680547
4730,2.4820952
1258,2.4875894
2096,2.7104268
816,2.7141006
5233,2.3351426
182,2.5613909
264,2.2364202
2819,2.6042366
1214,2.4494555
2719,2.6707141
193,2.6172183
600,2.7277484
886,2.5321372
4145,2.4135466
1267,2.4985557
3579,2.3160691
1983,2.4866493
4512,2.5706239
2160,2.7141821
2664,2.5700817
3012,2.6122124
