ID,Price
1589,2.8014183
2125,2.5744576
5516,2.8566785
1307,2.6768863
2449,2.7333777
3162,3.0572662
4355,2.6339092
3540,2.6500669
876,2.4236386
5547,2.318317
584,2.4855824
2202,2.305138
3690,2.8015711
4813,1.7950766
1997,2.4035401
1182,2.4192863
1443,2.4768124
2103,2.7825174
3451,2.7697973
3774,1.9741434
3008,1.7097648
2782,2.4341385
3147,2.5645413
5375,2.4087548
1403,2.9678018
4647,2.988881
3907,2.72164
5411,2.489198
302,2.4016178
2586,2.8920677
3918,2.420768
1084,3.112706
869,2.377921
2248,2.3007112
287,2.9220786
2216,2.6267004
2589,2.7433403
1013,2.4704177
2418,2.6942444
1465,2.5550294
1936,2.7498965
2064,2.4369419
3118,2.638072
496,2.9171383
5174,2.2640626
2631,2.2873235
4786,2.557365
4942,2.3420372
3327,2.5488782
1365,2.5553102
192,2.7143755
2992,2.6006413
1854,2.5210276
4758,3.2335067
3088,3.2037482
2745,2.3625922
5000,2.5212517
5140,2.5943224
4075,2.2981853
97,2.7203474
1710,2.715331
2592,2.5067158
4079,2.5663989
5203,2.9896433
703,2.4706233
3802,2.4387362
2068,2.6595607
3646,2.235395
4256,3.1486068
231,2.9070983
4802,2.7713485
2193,2.8684974
879,2.0365627
1143,2.6513195
4399,2.6022775
1586,2.8965154
4519,2.6771493
3550,2.5921693
725,2.374928
1108,2.6192644
2223,2.6554294
1372,2.9519048
2612,2.675516
1106,2.4807642
357,2.5106547
4374,2.4586906
5002,2.37529
1210,2.5667348
4959,2.3990273
1650,2.595888
3750,2.1649084
1156,2.4269443
575,2.7228038
5310,2.335475
448,2.42201
5196,2.7323024
3571,2.6277614
1382,2.697167
3642,2.483231
5517,2.5702846
2339,2.4964852
547,2.6617694
3726,2.6603122
1758,2.2796032
5556,2.4383574
719,2.7921827
2994,2.3013694
1645,2.4407248
5572,2.7591293
2356,2.4603162
573,2.0409136
2673,2.7488644
4493,2.7255876
3208,2.4921331
3115,2.2862768
2927,2.519999
3426,2.1399167
968,2.368599
3661,2.518126
2341,2.5863628
1688,2.594442
1188,2.4875855
3196,3.1441078
3480,2.5822344
2184,2.651381
1910,2.655998
5410,2.301381
246,2.3286495
4379,2.7255049
1985,2.1018596
501,2.8214293
430,2.7488585
2211,2.2754216
1992,3.0699213
3194,3.0143628
1846,2.619399
2730,2.7101438
1791,2.588344
1780,2.6027474
4821,2.6971824
1727,2.815964
5576,2.3897238
1395,2.8516903
2558,2.4889786
3224,2.804741
4572,3.1878057
2001,2.499543
4047,2.6253028
1680,2.3364305
4303,2.5179186
2936,2.2892513
141,2.8578405
1621,2.5760186
1577,2.386648
3894,3.141233
232,2.8130555
4035,3.0837862
363,2.6386359
5210,3.1765647
825,2.301055
4117,2.5121946
2796,2.624984
3991,2.7316644
94,2.6932387
3720,3.0231166
2394,3.0500944
4913,2.436993
3445,2.4193153
3321,2.8147044
5168,2.9735715
5060,2.269128
76,2.6565142
4419,2.3620913
44,2.5788627
2364,2.7272213
1630,2.4236243
620,2.6741004
3379,2.7414885
739,2.8471806
5145,1.964421
2500,2.6029692
3644,2.5950608
1632,2.9293098
3548,2.4040136
4072,2.7946928
4382,2.6932225
3839,2.3742514
806,2.3379416
5344,2.846394
102,2.5552444
604,2.3739147
2707,2.3678427
1442,1.995358
4518,2.6820853
457,2.5866675
5266,2.1532724
1737,2.6146092
4265,2.311423
2344,2.7615776
2212,2.2329319
846,2.2171574
5477,2.374196
585,2.7702346
4570,2.5587654
1344,2.302868
3900,2.6688685
4496,2.6669836
787,2.7190719
3549,2.7778964
5599,2.6591766
957,2.6429486
4092,2.7003546
3625,2.6350236
3830,2.6736317
5463,2.6591437
